ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Security_Type,Status,ZipCode
58385,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,1440.0,CRIF,875,CIB,55-64,to_inst,North,direct,no ,53349
32460,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12480.0,CIB,532,EXP,45-54,to_inst,south,direct,no,68093
43442,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6720.0,CRIF,579,CIB,35-44,to_inst,North-East,direct,Yes,32149
62925,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,366500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6840.0,CIB,593,CIB,35-44,to_inst,south,direct,no,65154
50413,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,CRIF,677,EXP,45-54,to_inst,south,direct,no,30395
50603,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3120.0,CIB,515,CIB,55-64,to_inst,North,direct,no ,51561
83117,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6480.0,CRIF,809,CIB,45-54,not_inst,North,direct,no,90333
73414,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,CRIF,676,CIB,25-34,to_inst,North,direct,no ,10431
79488,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,116500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,2520.0,CRIF,692,CIB,65-74,to_inst,south,direct,no ,49498
34054,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11220.0,CRIF,895,CIB,65-74,to_inst,North,direct,Yes,64333
109671,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,3840.0,CRIF,684,CIB,45-54,not_inst,North,direct,no,13159
30521,2019,cf,Joint,pre,type3,p3,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4140.0,EQUI,879,EXP,65-74,to_inst,central,direct,Yes,32741
43578,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,30960.0,CIB,538,EXP,45-54,not_inst,south,direct,no ,76390
51596,2019,ncf,Joint,pre,type3,p1,l1,nopc,nob/c,546500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14880.0,CIB,635,EXP,55-64,to_inst,North,direct,no,68820
99368,2019,ncf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,86500,180.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4020.0,CRIF,569,EXP,65-74,to_inst,south,direct,yes,19786
29495,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2100.0,EQUI,808,EXP,55-64,to_inst,North,direct,Yes,60533
67865,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,643,CIB,35-44,not_inst,North,direct,Yes,11041
38026,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,CIB,806,CIB,65-74,to_inst,south,direct,no ,30198
69556,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7200.0,CIB,667,EXP,>74,to_inst,south,direct,no,64451
101349,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,116500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3840.0,CRIF,543,CIB,45-54,to_inst,North,direct,no,26925
109099,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1980.0,CIB,743,CIB,>74,to_inst,south,direct,no,41901
44101,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,466500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9840.0,CIB,542,CIB,65-74,to_inst,south,direct,no ,83986
105819,2019,,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CIB,597,EXP,55-64,to_inst,south,direct,no,88097
77136,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7440.0,CIB,853,EXP,35-44,not_inst,south,direct,no ,36801
116096,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6300.0,CIB,709,CIB,45-54,not_inst,North,direct,no,28103
43541,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13140.0,CRIF,629,EXP,25-34,not_inst,North,direct,no ,63121
122686,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,CIB,731,CIB,35-44,not_inst,south,direct,no ,91778
124457,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,536500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6780.0,EXP,772,EXP,35-44,not_inst,central,direct,no,86026
80067,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9240.0,CRIF,778,EXP,55-64,to_inst,south,direct,no ,28819
107573,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,CIB,799,CIB,55-64,to_inst,south,direct,no ,35108
126938,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-2520.0,CIB,768,CIB,>74,to_inst,central,direct,Yes,22494
60195,2019,ncf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1500.0,EXP,573,CIB,65-74,to_inst,south,direct,Yes,94245
82556,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3480.0,EQUI,801,EXP,45-54,to_inst,central,direct,Yes,26917
104755,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,576500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5220.0,EXP,849,CIB,>74,to_inst,North,direct,no,32855
45084,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,CIB,501,CIB,35-44,to_inst,south,direct,no ,49849
29143,2019,ncf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,66500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EQUI,645,EXP,,,south,direct,Yes,97856
42218,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,CIB,519,EXP,25-34,not_inst,south,direct,no,60911
114151,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14520.0,CRIF,842,CIB,45-54,not_inst,North,direct,no ,16329
90821,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2040.0,EXP,807,CIB,65-74,to_inst,south,direct,no ,82189
93861,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,10200.0,CIB,530,CIB,55-64,not_inst,North,direct,no ,12318
121375,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6360.0,EXP,546,CIB,35-44,not_inst,North,direct,no,44954
107806,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,896500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,0.0,EQUI,725,EXP,25-34,not_inst,south,direct,Yes,60541
53687,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5640.0,EXP,774,EXP,25-34,not_inst,North,direct,no ,33682
80450,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,EXP,709,CIB,35-44,to_inst,south,direct,no ,78192
35703,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,716500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11340.0,EXP,615,EXP,25-34,not_inst,North,direct,no ,97404
126573,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,206500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6360.0,CRIF,788,EXP,65-74,to_inst,North,direct,no ,15277
106675,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,566500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13920.0,CIB,722,CIB,35-44,to_inst,south,direct,no,12249
79585,2019,cf,Sex Not Available,nopre,type2,p3,l2,nopc,b/c,106500,180.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2100.0,EXP,641,EXP,45-54,to_inst,south,direct,yes,99443
113255,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,446500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,-6120.0,EXP,601,CIB,45-54,to_inst,south,direct,Yes,22454
46216,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5460.0,CRIF,895,CIB,35-44,to_inst,North,direct,no,38635
126502,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,296500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5700.0,CIB,539,CIB,25-34,to_inst,North,direct,no,81534
99640,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,206500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,24960.0,CIB,581,EXP,55-64,not_inst,south,direct,no,53251
90029,2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6180.0,CRIF,546,CIB,45-54,to_inst,south,direct,no ,37627
100716,2019,ncf,Female,nopre,type1,p1,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-2640.0,EQUI,783,EXP,55-64,to_inst,North,direct,Yes,94039
103784,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6420.0,CIB,803,EXP,35-44,not_inst,North,direct,no ,34608
80234,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8340.0,CIB,511,EXP,<25,not_inst,south,direct,no ,78107
98618,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,216500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6000.0,CRIF,819,CIB,25-34,to_inst,south,direct,no ,48125
51727,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5880.0,CIB,848,EXP,45-54,not_inst,south,direct,no ,67937
127048,2019,ncf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,866500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,16260.0,CRIF,606,EXP,45-54,to_inst,south,direct,no ,76942
118630,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4080.0,CRIF,773,CIB,65-74,to_inst,south,direct,no ,65130
110954,2019,cf,Joint,,type1,p4,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6840.0,CIB,673,EXP,55-64,to_inst,central,direct,Yes,49802
121021,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,-4200.0,CIB,678,EXP,65-74,to_inst,south,direct,no,47052
86222,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,240.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,6600.0,EXP,686,CIB,65-74,to_inst,south,direct,no,61683
47694,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,496500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-3300.0,CIB,579,CIB,35-44,not_inst,North,direct,yes,70510
119382,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,586500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,551,CIB,35-44,to_inst,central,direct,no ,85038
121844,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,16980.0,EXP,548,EXP,45-54,to_inst,south,direct,no ,46820
45569,2019,ncf,Male,pre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,CIB,617,CIB,25-34,not_inst,North,direct,no,11856
68936,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,EXP,799,EXP,55-64,not_inst,North,direct,no,83493
102499,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,76500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2760.0,CRIF,863,CIB,>74,to_inst,central,direct,no ,80782
94407,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4920.0,CIB,864,CIB,25-34,not_inst,North,direct,no ,17806
76118,2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3360.0,EXP,560,EXP,35-44,not_inst,North,direct,no ,88529
79611,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,146500,360.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,6840.0,CRIF,620,EXP,>74,to_inst,central,direct,no,94625
39384,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,578,CIB,45-54,not_inst,North,direct,no ,73820
91736,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,316500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3780.0,EXP,809,CIB,55-64,not_inst,south,direct,no,13771
49975,2019,cf,Sex Not Available,nopre,type1,p4,l2,nopc,nob/c,376500,300.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3720.0,EQUI,867,EXP,55-64,not_inst,south,direct,yes,94636
119708,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2820.0,CRIF,531,CIB,35-44,not_inst,North,direct,no ,64412
76453,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8040.0,CIB,801,CIB,45-54,to_inst,south,direct,no ,93097
46161,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10020.0,CRIF,538,CIB,65-74,to_inst,south,direct,no,70441
57684,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,9000.0,CIB,530,CIB,55-64,to_inst,south,direct,no,88539
47523,2019,cf,Male,nopre,type3,p1,l2,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3060.0,EQUI,630,EXP,65-74,to_inst,south,direct,Yes,35281
73991,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,10920.0,CRIF,601,EXP,65-74,not_inst,south,direct,no ,40088
51875,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,240.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,9180.0,CIB,731,CIB,65-74,to_inst,south,direct,no,59600
104562,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,536500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7020.0,EXP,786,CIB,35-44,not_inst,south,direct,no,65824
73426,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,596500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9480.0,CIB,859,CIB,25-34,not_inst,North,direct,no,51371
40186,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,86500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2460.0,CIB,574,CIB,>74,to_inst,North,direct,Yes,22479
92368,2019,,Joint,nopre,type3,p1,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3720.0,CIB,844,EXP,65-74,not_inst,North,direct,no,48944
35988,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,-4620.0,CIB,680,EXP,35-44,to_inst,North,direct,no,87894
28888,2019,cf,Male,nopre,type1,p2,l2,nopc,nob/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2580.0,EXP,882,CIB,55-64,to_inst,North,direct,no ,90768
113078,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,326500,300.0,not_neg,not_int,lpsm,sb,pr,home,1U,8280.0,EQUI,704,EXP,>74,to_inst,south,direct,Yes,98706
36971,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7800.0,CIB,500,CIB,55-64,to_inst,North,direct,no,23876
107313,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,606500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-12000.0,CIB,865,EXP,45-54,to_inst,North,direct,no,12882
26750,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,96500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,1260.0,CIB,859,CIB,65-74,to_inst,North,direct,no ,44352
124403,2019,cf,Joint,pre,type2,p1,l1,nopc,b/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5220.0,EXP,641,EXP,45-54,not_inst,south,direct,no ,32299
29845,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,246500,300.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,-4860.0,EQUI,789,EXP,25-34,not_inst,south,direct,Yes,25157
96622,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,96.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,18060.0,EQUI,697,EXP,65-74,to_inst,central,direct,Yes,46816
121012,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2400.0,CRIF,666,CIB,65-74,not_inst,North,direct,no,10075
74007,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10200.0,EQUI,686,EXP,35-44,not_inst,south,direct,Yes,92221
72665,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,246500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11760.0,CIB,786,CIB,55-64,not_inst,North,direct,no ,40534
54179,2019,,Female,nopre,type1,p4,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,CRIF,742,CIB,45-54,to_inst,North,direct,no ,44631
49559,2019,ncf,Male,nopre,type2,p3,l1,nopc,b/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-2880.0,CRIF,666,CIB,55-64,to_inst,central,direct,no ,37656
60355,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4080.0,CIB,780,EXP,25-34,not_inst,North,direct,no,98172
109682,2019,ncf,Female,nopre,type1,p1,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2340.0,EQUI,670,EXP,25-34,to_inst,North,direct,yes,56422
47445,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,116500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6780.0,EXP,520,EXP,65-74,not_inst,North,direct,no,69903
47952,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6420.0,EXP,761,EXP,65-74,to_inst,south,direct,no ,15882
41591,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,546500,360.0,not_neg,not_int,lpsm,sb,pr,home,2U,9600.0,EXP,774,CIB,55-64,not_inst,North,direct,yes,34089
68698,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6960.0,CRIF,725,EXP,35-44,to_inst,North,direct,no,30269
67679,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3900.0,EXP,805,CIB,65-74,to_inst,North,direct,no,26045
103132,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,20700.0,EXP,559,CIB,55-64,not_inst,North,direct,no,64394
103546,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5820.0,EXP,866,CIB,45-54,to_inst,south,direct,no ,75861
102200,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,120.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-3900.0,CRIF,629,CIB,65-74,to_inst,south,direct,no ,88246
96223,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,CRIF,588,CIB,45-54,to_inst,central,direct,no,23005
104479,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,CRIF,885,CIB,55-64,to_inst,North,direct,no ,96593
89561,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,CIB,892,CIB,45-54,to_inst,North,direct,no ,20478
97309,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,2U,7380.0,EXP,838,EXP,65-74,to_inst,south,direct,no,19849
110700,2019,ncf,Joint,pre,type1,p1,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,9420.0,CIB,795,EXP,55-64,not_inst,North,direct,no,18823
80853,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8580.0,EXP,647,CIB,35-44,not_inst,south,direct,no ,45646
103359,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,276500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,0.0,EQUI,532,EXP,45-54,to_inst,North,direct,yes,74977
75156,2019,cf,Sex Not Available,pre,type3,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CIB,537,EXP,65-74,to_inst,North,direct,yes,20954
115636,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4440.0,CRIF,822,EXP,55-64,to_inst,south,direct,no ,47717
53800,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,18060.0,EXP,555,CIB,45-54,not_inst,North,direct,no ,79506
67622,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6540.0,EXP,582,CIB,55-64,not_inst,south,direct,no,40871
25926,2019,ncf,Female,pre,type1,p1,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10200.0,CIB,623,CIB,35-44,to_inst,North-East,direct,no,20361
99925,2019,,Male,pre,type1,p1,l1,nopc,nob/c,606500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8220.0,CIB,729,CIB,35-44,to_inst,North,direct,no ,46606
77349,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6240.0,EXP,546,EXP,65-74,to_inst,south,direct,no ,71382
91008,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,11460.0,CIB,815,CIB,45-54,to_inst,south,direct,Yes,80110
121629,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3180.0,CRIF,551,CIB,25-34,not_inst,North,direct,no,97874
124324,2019,cf,Female,nopre,type3,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7860.0,CIB,612,CIB,45-54,to_inst,central,direct,no ,18020
51711,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3660.0,EXP,504,CIB,35-44,not_inst,North,direct,no ,53139
86529,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,596500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,17580.0,CRIF,793,EXP,45-54,not_inst,North,direct,no,34161
71430,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2340.0,EXP,700,CIB,65-74,to_inst,central,direct,no ,76459
97623,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,96500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2700.0,EXP,894,CIB,45-54,to_inst,south,direct,no ,97433
30364,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6180.0,CRIF,624,EXP,45-54,not_inst,North,direct,no,52655
